;empresa_nome;receita_milhao;cidade;uf;empresa_href;descricao;industria
545;Especialistas Do Espresso Ltda;0.43;Sao Jose Do Vale Do Rio Preto;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.especialistas_do_espresso_ltda.5e5325451edd42cc3dcf44282aa9645b.html;ESPECIALISTAS DO ESPRESSO LTDA is located in SAO JOSE DO VALE DO RIO PRETO, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
546;Marlene De Souza Pornaro;0.43;Coromandel;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.marlene_de_souza_pornaro.dbd61460e2445cace367fcbe3d5b0fbb.html;MARLENE DE SOUZA PORNARO is located in COROMANDEL, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
547;Industria De Cafe Pedra Branca Ltda;0.43;Itapetinga;Bahia;https://www.dnb.com/business-directory/company-profiles.industria_de_cafe_pedra_branca_ltda.88f298fcf10ed1b1d4de030ea4a0e91f.html;INDUSTRIA DE CAFE PEDRA BRANCA LTDA is located in ITAPETINGA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
548;Cafe Duvale De Itaocara Ltda;0.43;Itaocara;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.cafe_duvale_de_itaocara_ltda.672c8aad9f18c70ec046c5cc1c2e8d1a.html;CAFE DUVALE DE ITAOCARA LTDA is located in ITAOCARA, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
549;Galian & Leme Ltda;0.43;Sabaudia;Parana;https://www.dnb.com/business-directory/company-profiles.galian__leme_ltda.b7f698bed5a2954b202b7f3690ae64bc.html;GALIAN & LEME LTDA is located in SABAUDIA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
550;Industria E Comercio Tres Chales Ltda;0.43;Sao Joao Nepomuceno;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_tres_chales_ltda.bb62240f24e8056f35947042c85da5f2.html;INDUSTRIA E COMERCIO TRES CHALES LTDA is located in SAO JOAO NEPOMUCENO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
551;Classico Aroma Industria Comercio Importacao E Exportacao De Cafe Ltda;0.43;Niteroi;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.classico_aroma_industria_comercio_importacao_e_exportacao_de_cafe_ltda.0e7a9efe02edfeb1c7261f01973d6662.html;CLASSICO AROMA INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE CAFE LTDA is located in NITEROI, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
552;Zanin Torrefacao Ltda;0.43;Sertanopolis;Parana;https://www.dnb.com/business-directory/company-profiles.zanin_torrefacao_ltda.f12f56d0c54cfdcd95dea1099dbbec04.html;ZANIN TORREFACAO LTDA is located in SERTANOPOLIS, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
553;Martins Ind E Com De Cafe E Cereais Eireli;0.43;Ministro Andreazza;Rondonia;https://www.dnb.com/business-directory/company-profiles.martins_ind_e_com_de_cafe_e_cereais_eireli.5dec2ee1bad723c582c3100b0e01b8eb.html;MARTINS IND E COM DE CAFE E CEREAIS EIRELI is located in MINISTRO ANDREAZZA, RONDONIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
554;Dianjo Industria E Comercio De Alimentos Ltda;0.43;Itapetininga;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.dianjo_industria_e_comercio_de_alimentos_ltda.4f7839d8abdb8e11e48af4702f4389ad.html;DIANJO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA is located in ITAPETININGA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
555;Camilo Evangelista Lelis;0.43;Encruzilhada;Bahia;https://www.dnb.com/business-directory/company-profiles.camilo_evangelista_lelis.fbda2c75038015b90dcec22ec76c035b.html;CAMILO EVANGELISTA LELIS is located in ENCRUZILHADA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
556;Cafe Sertanejo Ltda;0.43;Senador Jose Bento;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_sertanejo_ltda.665fe5ac11448175aa92fe595f700403.html;CAFE SERTANEJO LTDA is located in SENADOR JOSE BENTO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
557;Antonio Cezar Ferraz;0.43;Guarapuava;Parana;https://www.dnb.com/business-directory/company-profiles.antonio_cezar_ferraz.03bdcb2f3917ce4896212f4c63d64844.html;ANTONIO CEZAR FERRAZ is located in GUARAPUAVA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. ANTONIO CEZAR FERRAZ has 8 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
558;Vitale Cafe Industria Alimenticia Ltda;0.43;Catanduva;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.vitale_cafe_industria_alimenticia_ltda.e54f052ad6f8a887d2abf717a49f88ad.html;VITALE CAFE INDUSTRIA ALIMENTICIA LTDA is located in CATANDUVA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
559;Souza E Paiva Industria E Comercio Ltda;0.43;Cambuquira;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.souza_e_paiva_industria_e_comercio_ltda.c68e503ada72ef1cab990cceaa5338ed.html;SOUZA E PAIVA INDUSTRIA E COMERCIO LTDA is located in CAMBUQUIRA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
560;Produtos Serenda Ltda;0.43;Aruja;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.produtos_serenda_ltda.c59365720dc8c34cd16387291dec7dfd.html;PRODUTOS SERENDA LTDA is located in ARUJA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
561;Industria De Alimentos Amazon Ltda;0.43;Marituba;Para;https://www.dnb.com/business-directory/company-profiles.industria_de_alimentos_amazon_ltda.047a6da5448c790dece01639147f2be2.html;INDUSTRIA DE ALIMENTOS AMAZON LTDA is located in MARITUBA, PARA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
562;Cafe Fortaleza Ltda;0.43;Santana;Amapa;https://www.dnb.com/business-directory/company-profiles.cafe_fortaleza_ltda.b94240f80d1b5dd6ce83aff44cf4dff1.html;CAFE FORTALEZA LTDA is located in SANTANA, AMAPA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
563;Cafe Da Roca Industria & Comercio Ltda;0.43;Campanha;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_da_roca_industria__comercio_ltda.68b76715b5649584914b3980f524f253.html;CAFE DA ROCA INDUSTRIA & COMERCIO LTDA is located in CAMPANHA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
564;Cafe Delicias Dos Alpes Ltda;0.43;Afonso Claudio;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.cafe_delicias_dos_alpes_ltda.89a263c1402c3cebfa0db5ff8b3dfe3c.html;CAFE DELICIAS DOS ALPES LTDA is located in AFONSO CLAUDIO, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Grocery stores"
565;Industria De Cafe Garoto De Padua Ltda;0.43;Santo Antonio De Padua;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.industria_de_cafe_garoto_de_padua_ltda.522447d2f3734446017ba72c952be90d.html;INDUSTRIA DE CAFE GAROTO DE PADUA LTDA is located in SANTO ANTONIO DE PADUA, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
566;Adelson Gomes Da Silva & Cia Ltda;0.43;Vicosa;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.adelson_gomes_da_silva__cia_ltda.5d5d2dc37f1bd82fb9f526dd959fda74.html;ADELSON GOMES DA SILVA & CIA LTDA is located in VICOSA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
567;Dario & Dario Industria E Comercio Ltda;0.43;Sao Domingos Do Prata;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.dario__dario_industria_e_comercio_ltda.8758b19ab517560c870179ad6be634a2.html;DARIO & DARIO INDUSTRIA E COMERCIO LTDA is located in SAO DOMINGOS DO PRATA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
568;J P Industria E Comercio De Cafe Ltda;0.43;Coromandel;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.j_p_industria_e_comercio_de_cafe_ltda.49748ad5e1cb6c94e71e864335125373.html;J P INDUSTRIA E COMERCIO DE CAFE LTDA is located in COROMANDEL, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
569;Cafe Santa Helena Ltda;0.43;Sao Joao Da Boa Vista;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_santa_helena_ltda.2adc01f304258a1787d2f57af8218188.html;CAFE SANTA HELENA LTDA is located in SAO JOAO DA BOA VISTA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
570;Cafe Boreal Ltda;0.43;Uba;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_boreal_ltda.091a58833b676a0a6cc955f04b98ece6.html;CAFE BOREAL LTDA is located in UBA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
571;Edevaldo Custodio Ferreira;0.43;Terra Roxa;Parana;https://www.dnb.com/business-directory/company-profiles.edevaldo_custodio_ferreira.5f6ea8aec587a38bfb929b4b19a75fd6.html;EDEVALDO CUSTODIO FERREIRA is located in TERRA ROXA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
572;Cafe Minas Industria E Comercio Eireli;0.43;Juruaia;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_minas_industria_e_comercio_eireli.cebe47a667c56e0f8c5884b8dc37c169.html;CAFE MINAS INDUSTRIA E COMERCIO EIRELI is located in JURUAIA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
573;Filho Industria E Comercio De Alimentos Ltda;0.43;Porangatu;Goias;https://www.dnb.com/business-directory/company-profiles.filho_industria_e_comercio_de_alimentos_ltda.8e7bc98be26ccbe39b9eb1e04cf7c710.html;FILHO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA is located in PORANGATU, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
574;C.B. De Souza Industria Comercio E Distribuicao Eireli;0.43;Seropedica;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.cb_de_souza_industria_comercio_e_distribuicao_eireli.c417193054c283f06d497c01ee71b44a.html;C.B. DE SOUZA INDUSTRIA COMERCIO E DISTRIBUICAO EIRELI is located in SEROPEDICA, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
575;Moageira Maluf Ltda;0.43;Pindare Mirim;Maranhao;https://www.dnb.com/business-directory/company-profiles.moageira_maluf_ltda.b28e256107c7425dfc28538714c64759.html;MOAGEIRA MALUF LTDA is located in PINDARE MIRIM, MARANHAO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
576;Vista Linda Industria E Comercio De Cafes Especiais Ltda;0.43;Vila Velha;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.vista_linda_industria_e_comercio_de_cafes_especiais_ltda.8d34e98362547cbf8361b37c1e14f9e2.html;VISTA LINDA INDUSTRIA E COMERCIO DE CAFES ESPECIAIS LTDA is located in VILA VELHA, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
577;Cafe Castel Torrefacao E Moagem Ltda;0.43;Monte Aprazivel;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_castel_torrefacao_e_moagem_ltda.17a585ad7231bc2096fa71402aa68d98.html;CAFE CASTEL TORREFACAO E MOAGEM LTDA is located in MONTE APRAZIVEL, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
578;Cafe 2 Irmaos Ltda;0.43;Trindade;Goias;https://www.dnb.com/business-directory/company-profiles.cafe_2_irmaos_ltda.c342dc4fd11912f83cba7a243a8cd9b4.html;CAFE 2 IRMAOS LTDA is located in TRINDADE, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
579;Sartori & Sartori Comercio De Cafe Ltda;0.43;Garca;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.sartori__sartori_comercio_de_cafe_ltda.b5cc451e9ae2c06177d9fc5a3181528a.html;SARTORI & SARTORI COMERCIO DE CAFE LTDA is located in GARCA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
580;Central Sao Paulo Industria E Comercio De Cafe E Produtos Agropecuarios Ltda;0.43;Dourado;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.central_sao_paulo_industria_e_comercio_de_cafe_e_produtos_agropecuarios_ltda.ec2fcc33b8e9c5138b8cace344b1e19b.html;CENTRAL SAO PAULO INDUSTRIA E COMERCIO DE CAFE E PRODUTOS AGROPECUARIOS LTDA is located in DOURADO, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
581;Beneficiadora De Cafe Carol Ltda;0.43;Cristais;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.beneficiadora_de_cafe_carol_ltda.52b8f31b2b1e95e9c35b6664e2619bd0.html;BENEFICIADORA DE CAFE CAROL LTDA is located in CRISTAIS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
582;Comercio De Produtos Alimenticios Di Primeira Eireli;0.43;Alfenas;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.comercio_de_produtos_alimenticios_di_primeira_eireli.09c4df344e447bfa62f976c5e9b249c3.html;COMERCIO DE PRODUTOS ALIMENTICIOS DI PRIMEIRA EIRELI is located in ALFENAS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
583;Sancar Comercio E Industria De Alimentos Ltda;0.43;Elisio Medrado;Bahia;https://www.dnb.com/business-directory/company-profiles.sancar_comercio_e_industria_de_alimentos_ltda.60263a7a264003ae70854a519e70db4b.html;SANCAR COMERCIO E INDUSTRIA DE ALIMENTOS LTDA is located in ELISIO MEDRADO, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
584;R.Alves Neto Eireli;0.43;Santo Antonio Da Platina;Parana;https://www.dnb.com/business-directory/company-profiles.ralves_neto_eireli.d13f0f693872c7a290e47bd060fbec2d.html;R.ALVES NETO EIRELI is located in SANTO ANTONIO DA PLATINA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
585;F. Lopes Cafeeira Ltda;0.43;Mandaguari;Parana;https://www.dnb.com/business-directory/company-profiles.f_lopes_cafeeira_ltda.59baed75a6236532ac25b064e3d40504.html;F. LOPES CAFEEIRA LTDA is located in MANDAGUARI, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
586;Agusto Industrial Comercial E Importadora De Produtos Naturais Manufaturados E Industrializados Ltda;0.43;Cambe;Parana;https://www.dnb.com/business-directory/company-profiles.agusto_industrial_comercial_e_importadora_de_produtos_naturais_manufaturados_e_industrializados_ltda.f128a4c90666c896b1afc9ccd9146fca.html;AGUSTO INDUSTRIAL COMERCIAL E IMPORTADORA DE PRODUTOS NATURAIS MANUFATURADOS E INDUSTRIALIZADOS LTDA is located in CAMBE, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
587;Bujari Industria E Comercio De Cafe Eireli;0.43;Senador Guiomard;Acre;https://www.dnb.com/business-directory/company-profiles.bujari_industria_e_comercio_de_cafe_eireli.db885c1e1ac1937e4ee27e24d1075b2d.html;BUJARI INDUSTRIA E COMERCIO DE CAFE EIRELI is located in SENADOR GUIOMARD, ACRE, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
588;Ljp-Comercio E Industria De Produtos Alimenticios Ltda;0.43;Ribeirao Do Pinhal;Parana;https://www.dnb.com/business-directory/company-profiles.ljp-comercio_e_industria_de_produtos_alimenticios_ltda.b21de89e782e2e9d698634c1e63d244f.html;LJP-COMERCIO E INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA is located in RIBEIRAO DO PINHAL, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
589;Cafe Manduri Industria E Comercio Ltda;0.43;Manduri;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_manduri_industria_e_comercio_ltda.5fe186e34653b8862e5f7d1cd598d294.html;CAFE MANDURI INDUSTRIA E COMERCIO LTDA is located in MANDURI, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
590;Agm Industria E Torrefacao Ltda;0.43;Iuna;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.agm_industria_e_torrefacao_ltda.3a307877c895d6976752e531e3204581.html;AGM INDUSTRIA E TORREFACAO LTDA is located in IUNA, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
591;Cafe Do Vale Industria E Comercio Ltda;0.43;Bom Jesus Dos Perdoes;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_do_vale_industria_e_comercio_ltda.216288826e85df5c19bb3bb30f34c39d.html;CAFE DO VALE INDUSTRIA E COMERCIO LTDA is located in BOM JESUS DOS PERDOES, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
592;Mana Industria E Comercio De Cafe Ltda;0.43;Sao Luis De Montes Belos;Goias;https://www.dnb.com/business-directory/company-profiles.mana_industria_e_comercio_de_cafe_ltda.595df054ec74f7ddc9e3f37503cbbe40.html;MANA INDUSTRIA E COMERCIO DE CAFE LTDA is located in SAO LUIS DE MONTES BELOS, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
593;Industria E Comercio De Cafe Minas Puro Ltda;0.43;Santa Rita Do Sapucai;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_minas_puro_ltda.0320ce7cbe95fec5cd54e3115542617e.html;INDUSTRIA E COMERCIO DE CAFE MINAS PURO LTDA is located in SANTA RITA DO SAPUCAI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
594;Industria E Comercio De Produtos Agricolas Fazenda Recreio Ltda;0.43;Sao Sebastiao Da Grama;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_produtos_agricolas_fazenda_recreio_ltda.73a2bb2a8cc6d994595cbc0799c389a9.html;INDUSTRIA E COMERCIO DE PRODUTOS AGRICOLAS FAZENDA RECREIO LTDA is located in SAO SEBASTIAO DA GRAMA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
595;M. M. Empacotadora Ltda;0.43;Pocoes;Bahia;https://www.dnb.com/business-directory/company-profiles.m_m_empacotadora_ltda.046cc2e1fa1b101982b12ddc6948dc5d.html;M. M. EMPACOTADORA LTDA is located in POCOES, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
596;Industria De Alimentos Santa Maria Ltda;0.43;Marechal Floriano;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.industria_de_alimentos_santa_maria_ltda.1b2849e9a9356ac56950adf24aa8998f.html;Industria de Alimentos Santa Maria Ltda is located in MARECHAL FLORIANO, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
597;Cafe Golinho Do Brasil Ltda;0.43;Muriae;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_golinho_do_brasil_ltda.2f9cc9fd4a38069e21d48f6dbc830e4d.html;CAFE GOLINHO DO BRASIL LTDA is located in MURIAE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
598;Ferreira Goncalves E Cia Ltda;0.43;Machado;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.ferreira_goncalves_e_cia_ltda.1b8117493e3006adb52e131e1947527b.html;FERREIRA GONCALVES E CIA LTDA is located in MACHADO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
599;Moinho Iracema Comercio E Industria Ltda;0.43;Fortaleza;Ceara;https://www.dnb.com/business-directory/company-profiles.moinho_iracema_comercio_e_industria_ltda.0baf8568fe56bd631c4767736039eca4.html;MOINHO IRACEMA COMERCIO E INDUSTRIA LTDA is located in FORTALEZA, CEARA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
600;Industria E Comercio De Cafe Caixeta Ltda;0.43;Agua Boa;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_caixeta_ltda.b4ef548b21e59b5014a50ee049982225.html;INDUSTRIA E COMERCIO DE CAFE CAIXETA LTDA is located in AGUA BOA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
601;Bruno Antonio Ribeiro;0.43;Nepomuceno;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.bruno_antonio_ribeiro.e52280b5afb9a9a99f0122f89ad732e6.html;BRUNO ANTONIO RIBEIRO is located in NEPOMUCENO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
602;Barroca Cafes Especiais Ltda;0.43;Guape;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.barroca_cafes_especiais_ltda.bc516fdd71e27cddd847cd7ade426c94.html;BARROCA CAFES ESPECIAIS LTDA is located in GUAPE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
603;Cafe Avenida Ltda;0.43;Jundiai;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_avenida_ltda.24f59dded174704b7b99516aad76896b.html;CAFE AVENIDA LTDA is located in JUNDIAI, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
604;Dantas & Duarte Ltda;0.43;Caconde;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.dantas__duarte_ltda.d2e4e30c506152c3e12d480e0d697a97.html;DANTAS & DUARTE LTDA is located in CACONDE, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
605;Torrefacao Nova Resende Ltda;0.43;Nova Resende;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.torrefacao_nova_resende_ltda.f5d891949657c351ef77892db4b848a4.html;TORREFACAO NOVA RESENDE LTDA is located in NOVA RESENDE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
606;Cafe Pedra Redonda Ltda;0.43;Araponga;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_pedra_redonda_ltda.e87cad4699e9f2994857f72ddee1bf67.html;CAFE PEDRA REDONDA LTDA is located in ARAPONGA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
607;Prata Beneficiamento De Cafe Eireli;0.43;Manhuacu;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.prata_beneficiamento_de_cafe_eireli.6fd32b6ca59b448dece5f9c01b998005.html;PRATA BENEFICIAMENTO DE CAFE EIRELI is located in MANHUACU, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
608;Industria De Cafe Franciscano Ltda;0.43;Ceres;Goias;https://www.dnb.com/business-directory/company-profiles.industria_de_cafe_franciscano_ltda.ff2d39fdb329193fa5495b69cbd5f00d.html;INDUSTRIA DE CAFE FRANCISCANO LTDA is located in CERES, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
