;empresa_nome;receita_milhao;cidade;uf;empresa_href;descricao;industria
248;Cafe Coqueiral Do Brasil Ltda;0.49;Rosario Da Limeira;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_coqueiral_do_brasil_ltda.91ce1b7ed797749486909ddc7f196da3.html;CAFE COQUEIRAL DO BRASIL LTDA is located in ROSARIO DA LIMEIRA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE COQUEIRAL DO BRASIL LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
249;Sara Mamede & Cia Ltda;0.49;Campina Verde;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.sara_mamede__cia_ltda.44241b984f8c9d9bbf1a33604c8e9532.html;SARA MAMEDE & CIA LTDA is located in CAMPINA VERDE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. SARA MAMEDE & CIA LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
250;Becafe Ltda;0.49;Campestre;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.becafe_ltda.95fe1f92fcf830daa9fd7e5c7d00c451.html;BECAFE LTDA is located in CAMPESTRE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. BECAFE LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
251;Caldas Maia E Cia Ltda;0.49;Jaguaquara;Bahia;https://www.dnb.com/business-directory/company-profiles.caldas_maia_e_cia_ltda.cb1761c142d15eece13322eb930a05c0.html;CALDAS MAIA E CIA LTDA is located in JAGUAQUARA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. CALDAS MAIA E CIA LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
252;Cafe Londrinense Comercio E Industria Ltda;0.49;Londrina;Parana;https://www.dnb.com/business-directory/company-profiles.cafe_londrinense_comercio_e_industria_ltda.293875fe6303b509994c96b928bd1149.html;CAFE LONDRINENSE COMERCIO E INDUSTRIA LTDA is located in LONDRINA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE LONDRINENSE COMERCIO E INDUSTRIA LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
253;Industria E Comercio De Cafe Juliana Ltda;0.49;Faxinal;Parana;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_juliana_ltda.88b04f20dfe0d6eba376364896a23a89.html;INDUSTRIA E COMERCIO DE CAFE JULIANA LTDA is located in FAXINAL, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE JULIANA LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
254;Industria E Comercio De Cafe Serra Alta Ltda;0.49;Ivaipora;Parana;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_serra_alta_ltda.33d1d57d24da7adf8b6dad956e289cee.html;INDUSTRIA E COMERCIO DE CAFE SERRA ALTA LTDA is located in IVAIPORA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE SERRA ALTA LTDA has 9 employees at this location. There are 2 companies in the INDUSTRIA E COMERCIO DE CAFE SERRA ALTA LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
255;Baessa & Cia Ltda;0.49;Assis Chateaubriand;Parana;https://www.dnb.com/business-directory/company-profiles.baessa__cia_ltda.86b3d3532987285e50bde8c6881046ff.html;BAESSA & CIA LTDA is located in ASSIS CHATEAUBRIAND, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. BAESSA & CIA LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
256;Cafe Lider De Campos Ltda;0.49;Campos Dos Goytacazes;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.cafe_lider_de_campos_ltda.7551dc2d81c6e0e52b9c40c0842dc08e.html;CAFE LIDER DE CAMPOS LTDA is located in CAMPOS DOS GOYTACAZES, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE LIDER DE CAMPOS LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
257;Cafe Camarada Ltda;0.49;Nova Xavantina;Mato Grosso;https://www.dnb.com/business-directory/company-profiles.cafe_camarada_ltda.e8a6ee8abcbce92dabd423831840b000.html;CAFE CAMARADA LTDA is located in NOVA XAVANTINA, MATO GROSSO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE CAMARADA LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
258;Ademir Leonardo Wendt;0.43;Nova Petropolis;Rio Grande Do Sul;https://www.dnb.com/business-directory/company-profiles.ademir_leonardo_wendt.ef8266559369bcac34782d406c42820c.html;ADEMIR LEONARDO WENDT is located in NOVA PETROPOLIS, RIO GRANDE DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
259;Mauro Antonio Lucas Lelis Fagundes;0.43;Ipatinga;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.mauro_antonio_lucas_lelis_fagundes.4eb84237dbfbc377c028f3cf1f4672c4.html;MAURO ANTONIO LUCAS LELIS FAGUNDES is located in IPATINGA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
260;Joao Batista De Oliveira;0.43;Ilicinea;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.joao_batista_de_oliveira.d8c056567f09b41cbecad42bb0a9a448.html;JOAO BATISTA DE OLIVEIRA is located in ILICINEA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
261;I J Abdala;0.43;Inhumas;Goias;https://www.dnb.com/business-directory/company-profiles.i_j_abdala.b9880594a0f861c6d395ce55fa981522.html;I J ABDALA is located in INHUMAS, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry. I J ABDALA has 8 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
262;Adauto Aquino Pereira;0.43;Aratuba;Ceara;https://www.dnb.com/business-directory/company-profiles.adauto_aquino_pereira.fa1ed782ede162716fb9ad194f12fe90.html;ADAUTO AQUINO PEREIRA is located in ARATUBA, CEARA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
263;Produtos Alimenticios Maria Rosa Ltda;0.43;Jequie;Bahia;https://www.dnb.com/business-directory/company-profiles.produtos_alimenticios_maria_rosa_ltda.642ae6045b401f1b9d0b1cfa69370e32.html;PRODUTOS ALIMENTICIOS MARIA ROSA LTDA is located in JEQUIE, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
264;Roberto Aparecido Gouveia;0.43;Paraguacu;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.roberto_aparecido_gouveia.eb7275c095db15b93f2d4f42c4eddec7.html;ROBERTO APARECIDO GOUVEIA is located in PARAGUACU, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
265;Antonio Carlos Lucarelli Amaral;0.43;Vila Velha;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.antonio_carlos_lucarelli_amaral.e10e5cde420473d25833f73fefe2daf3.html;ANTONIO CARLOS LUCARELLI AMARAL is located in VILA VELHA, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
266;Antonio Rezende De Almeida;0.43;Uberaba;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.antonio_rezende_de_almeida.d3fb829300ce7a0b1924d2e04b932c95.html;ANTONIO REZENDE DE ALMEIDA is located in UBERABA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
267;Cafe Campos Ltda;0.43;Campestre;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_campos_ltda.56ebb6a2d007358ceaa1ced9f808c4b4.html;CAFE CAMPOS LTDA is located in CAMPESTRE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
268;Torrefacao E Moagem De Cafe Alto Noroeste Ltda;0.43;Varre-sai;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_moagem_de_cafe_alto_noroeste_ltda.798a49c1dc16b2634f2c5f732f9a737f.html;TORREFACAO E MOAGEM DE CAFE ALTO NOROESTE LTDA is located in VARRE-SAI, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
269;Rosimaire Maristela Andrade Gibram;0.43;Campo Belo;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.rosimaire_maristela_andrade_gibram.255a97ede52c4cf9a5d91437f7f489f7.html;ROSIMAIRE MARISTELA ANDRADE GIBRAM is located in CAMPO BELO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
270;E Lopes De Souza;0.43;Sao Jose Dos Quatro Marcos;Mato Grosso;https://www.dnb.com/business-directory/company-profiles.e_lopes_de_souza.92af5434992ec672d62e03f1683cb9a3.html;E LOPES DE SOUZA is located in SAO JOSE DOS QUATRO MARCOS, MATO GROSSO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
271;Cafe Inhapim Ltda;0.43;Inhapim;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_inhapim_ltda.66af52edfef1bfffa093e710d45430e4.html;CAFE INHAPIM LTDA is located in INHAPIM, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
272;Binatal Beneficiamento E Industria Alimenticia Tarrachil Ltda;0.43;Chorrocho;Bahia;https://www.dnb.com/business-directory/company-profiles.binatal_beneficiamento_e_industria_alimenticia_tarrachil_ltda.5e43249d98965aab8c89093259815079.html;BINATAL BENEFICIAMENTO E INDUSTRIA ALIMENTICIA TARRACHIL LTDA is located in CHORROCHO, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
273;Jair Terencio Bezerra;0.43;Serra Talhada;Pernambuco;https://www.dnb.com/business-directory/company-profiles.jair_terencio_bezerra.89d1af5aec8bce07ff5f130c3952ba8f.html;JAIR TERENCIO BEZERRA is located in SERRA TALHADA, PERNAMBUCO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
274;Joaquim Pereira Lopes;0.43;Carmo Do Rio Claro;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.joaquim_pereira_lopes.d574db2c8aa6137ea6b2ffb741b3fae3.html;JOAQUIM PEREIRA LOPES is located in CARMO DO RIO CLARO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
275;Cafe Quiru - Industria Caseira De Cafe Alimentos E Comercio Ltda;0.43;Patos De Minas;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_quiru_-_industria_caseira_de_cafe_alimentos_e_comercio_ltda.5990398058a3c80e2eaf12722df8d75e.html;CAFE QUIRU - INDUSTRIA CASEIRA DE CAFE ALIMENTOS E COMERCIO LTDA is located in PATOS DE MINAS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
276;Comercial Nancafe Ltda;0.43;Pedralva;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.comercial_nancafe_ltda.e2518c4ad737595bebb9c6af9292ebcc.html;COMERCIAL NANCAFE LTDA is located in PEDRALVA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
277;Renan Dos Santos Ferreira;0.43;Manhuacu;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.renan_dos_santos_ferreira.bc9b5e8e4915a98c53836f47eaa5d985.html;RENAN DOS SANTOS FERREIRA is located in MANHUACU, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
278;Industria E Comercio De Cafe Sao Gabriel Ltda;0.43;Barra De Sao Francisco;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_sao_gabriel_ltda.c2770e0ca677aeb895ae79753c8f8641.html;INDUSTRIA E COMERCIO DE CAFE SAO GABRIEL LTDA is located in BARRA DE SAO FRANCISCO, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
279;Antonio Raimundo De Melo Filho;0.43;Barra Da Estiva;Bahia;https://www.dnb.com/business-directory/company-profiles.antonio_raimundo_de_melo_filho.a8cfcb2cd23017c32044cffbb081f349.html;ANTONIO RAIMUNDO DE MELO FILHO is located in BARRA DA ESTIVA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
280;Torrefacao De Cafe Bom Jesus Ltda;0.43;Jequeri;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.torrefacao_de_cafe_bom_jesus_ltda.f78cd2e97b804694caa88e0f1a785850.html;TORREFACAO DE CAFE BOM JESUS LTDA is located in JEQUERI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
281;Ana Maria Miranda;0.43;Boa Esperanca;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.ana_maria_miranda.5915f945c83a4731424aff8374bd0fcb.html;ANA MARIA MIRANDA is located in BOA ESPERANCA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
282;Jose Da Silva Maia;0.43;Inconfidentes;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.jose_da_silva_maia.a32b453a15d6fed6de89f62bd54d3ca3.html;JOSE DA SILVA MAIA is located in INCONFIDENTES, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
283;Doce Cafe Torrefacao E Moagem Ltda;0.43;Caconde;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.doce_cafe_torrefacao_e_moagem_ltda.4b65447ce4bf1426c68dc472df8ba512.html;DOCE CAFE TORREFACAO E MOAGEM LTDA is located in CACONDE, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. DOCE CAFE TORREFACAO E MOAGEM LTDA has 8 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
284;Delba Tavares Marcolini;0.43;Coqueiral;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.delba_tavares_marcolini.dc02c63ee0132608b60a52163b2fc0c8.html;DELBA TAVARES MARCOLINI is located in COQUEIRAL, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
285;Andreia De Souza;0.43;Manhuacu;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.andreia_de_souza.762bf93b4ffc09d79b8f770a61a7b9ab.html;ANDREIA DE SOUZA is located in MANHUACU, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
286;Industria Paranaiba Ltda;0.43;Ituiutaba;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_paranaiba_ltda.f57b98c4e6d38b167d2fb668f4e1814a.html;INDUSTRIA PARANAIBA LTDA is located in ITUIUTABA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
287;J. Ca Produtos Alimenticios Ltda;0.43;Palmital;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.j_ca_produtos_alimenticios_ltda.d930e56e92edd1c90d43060bbcecd8f3.html;J. CA PRODUTOS ALIMENTICIOS LTDA is located in PALMITAL, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
288;Cafe Espera Feliz Ltda;0.43;Espera Feliz;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_espera_feliz_ltda.373f4eaf56a219ad5a86148c609f58be.html;CAFE ESPERA FELIZ LTDA is located in ESPERA FELIZ, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
289;Primaveras Cafe Ltda;0.43;Firminopolis;Goias;https://www.dnb.com/business-directory/company-profiles.primaveras_cafe_ltda.c2016e562ead5fdbe44bba4404919bf3.html;PRIMAVERAS CAFE LTDA is located in FIRMINOPOLIS, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
290;Carlos Donizeti Rosa;0.43;Juruaia;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.carlos_donizeti_rosa.3886557cbac09dd5c84a0edae70f6c1f.html;CARLOS DONIZETI ROSA is located in JURUAIA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
291;Patrominas - Industria E Comercio De Cafe Ltda;0.43;Patrocinio;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.patrominas_-_industria_e_comercio_de_cafe_ltda.a9105e8f0a317ce607593bdc5c5cc603.html;PATROMINAS - INDUSTRIA E COMERCIO DE CAFE LTDA is located in PATROCINIO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
292;Cosme Luiz De Andrade Lameri;0.43;Campos Gerais;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cosme_luiz_de_andrade_lameri.a42e60795726d3aa9fee45640a3bf4c1.html;COSME LUIZ DE ANDRADE LAMERI is located in CAMPOS GERAIS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
293;Fernando Dos Santos Queiroz;0.43;Aparecida Do Taboado;Mato Grosso Do Sul;https://www.dnb.com/business-directory/company-profiles.fernando_dos_santos_queiroz.ea18de797270ef7f7b1796170404b179.html;FERNANDO DOS SANTOS QUEIROZ is located in APARECIDA DO TABOADO, MATO GROSSO DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
294;Cafe Simples Ltda;0.43;Santa Barbara Do Leste;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_simples_ltda.f83ced3912a1a1e9bdb02e3a28aae0da.html;CAFE SIMPLES LTDA is located in SANTA BARBARA DO LESTE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
295;Rita De Cassia Reis Abreu;0.43;Sao Jose Do Calcado;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.rita_de_cassia_reis_abreu.356eae83fc2879c64c2779e4af7d90a8.html;RITA DE CASSIA REIS ABREU is located in SAO JOSE DO CALCADO, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
